dialog_id	utt_id	speaker	utt	open_goal	primary_goal	secondary_goal	durec_goal_1	durec_state_1	durec_goal_2	durec_state_2
8	3	speaker_2	Sour-peppery soup.	provides information about the soup	Share activity	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
8	4	speaker_1	Which condiment do you use for?	wants to know what condiments are used	Gain assistance	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
8	5	speaker_2	I'll use ginger, garlic scallion, hot pepper and vinegar.	provides information about the condiments	Share activity	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
8	6	speaker_1	Very good, need I help you?	offers help	Offer assistance	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
8	7	speaker_2	No, don't need, I can do myself.	declines help	Obtain permission	Personal resource goals	Q&A about food	GOAL_IN_PROGRESS		
8	8	speaker_1	Thanks.	gratitude	None	Relational resource goals	Q&A about food	GOAL_ACHIEVED		
8	9	speaker_1	I can watch TV now.	announces plans	None	Personal resource goals	other	GOAL_DETECTED		
8	10	speaker_2	But you must cook that dinner next time.	makes a request	Enforce rights and obligations	Relational resource goals	other	GOAL_IN_PROGRESS		
8	11	speaker_1	Okay, I'll do it next time.	agreement	Obtain permission	Relational resource goals	other	GOAL_ACHIEVED		
9	0	speaker_1	Hello, this is Mike, Kara.	introduction	None	None	greeting			
9	1	speaker_2	Mike!	recognition	None	None	greeting			
9	2	speaker_2	Good to hear from you.	friendly greeting	None	None	greeting			
9	3	speaker_2	How are you?	asks about well-being	None	Affect management goals	Q&A about other			
9	4	speaker_1	Everything is fine, and how are you?	reply to well-being inquiry	None	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
9	5	speaker_2	Things are going well with me.	reports well-being	None	Affect management goals	Q&A about other	GOAL_ACHIEVED		
9	6	speaker_1	Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.	asks to go out	Share activity	Relational resource goals	chat about other	GOAL_DETECTED		
9	7	speaker_2	Mike, I don't think that it's a good idea to go out again.	declines the offer	Change relationship	Personal resource goals	chat about other	GOAL_IN_PROGRESS		
9	8	speaker_2	I really need to focus on getting packed and ready to move back home.	explains the reason for decline	None	Personal resource goals	chat about other	GOAL_IN_PROGRESS		
9	9	speaker_1	Maybe we could just meet for coffee or something.	offers alternative	Share activity	Relational resource goals	chat about other	GOAL_IN_PROGRESS		
9	10	speaker_2	I can't really deal with any distractions right now, but I appreciate the nice evening we spent together.	declines alternative offer, expresses gratitude.	Change relationship	Personal resource goals	chat about other	GOAL_NOT_ACHIEVED		
10	0	speaker_1	Sun-set hotel.	identifying the hotel	None	Conversation management goals	greeting			
10	1	speaker_1	May I help you?	offering help	None	Conversation management goals	ask about other	GOAL_DETECTED		
10	2	speaker_2	Yes, I have booked a room for 24th.	confirming a booking	Obtain material or nonmaterial resources	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
10	3	speaker_2	It's a double room.	specifying room type	Obtain material or nonmaterial resources	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
10	4	speaker_1	Hold on, please.	asks for patience	None	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
10	5	speaker_1	Let me check it for you.	checking the booking	None	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
10	6	speaker_1	Yes, you're right.	confirms the booking	None	Conversation management goals	ask about other	GOAL_IN_PROGRESS		
10	7	speaker_1	You will keep it for 3 days.	specifies the duration of the booking	None	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
10	8	speaker_2	Well, now I want to change the date from 24th to 28th.	wants to change the booking date	Change material or nonmaterial resources	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
10	9	speaker_1	OK, that shall be arranged.	agrees to arrange the change.	Obtain permission	Conversation management goals	ask about other	GOAL_ACHIEVED		
11	0	speaker_1	Are you busy tomorrow morning?	wants to know speaker_2's availability	Obtain permission	Personal resource goals	Q&A about other	GOAL_DETECTED		
11	1	speaker_2	I'm free.	availability	None	Personal resource goals	Q&A about other	GOAL_ACHIEVED		
11	2	speaker_2	What's up?	wants to know the reason for the question	None	Personal resource goals	chitchat about other	GOAL_DETECTED		
11	3	speaker_1	Someone has to pick up the boss at the airport.	provides the reason for the question	Obtain permission	Personal resource goals	chitchat about other	GOAL_IN_PROGRESS		
11	4	speaker_2	Oh, I just remembered I've got a report to write.	has a conflict	None	Personal resource goals	chitchat about other	GOAL_NOT_ACHIEVED		
12	0	speaker_1	I'm sorry I'm so late.	apologizes for being late	None	Affect management goals	other	GOAL_DETECTED		
12	1	speaker_1	I had a really bad day.	explains reason for lateness	None	Affect management goals	other	GOAL_IN_PROGRESS		
12	2	speaker_2	It's ten after six.	mentions the time	None	Conversation management goals	other	GOAL_IN_PROGRESS		
12	3	speaker_1	I know.	acknowledges the time	None	Affect management goals	other	GOAL_IN_PROGRESS		
12	4	speaker_1	I'm really sorry.	apologizes again	None	Affect management goals	other	GOAL_ACHIEVED		
12	5	speaker_1	I lost my bag.	mentions another reason for bad day	None	Personal resource goals				
12	6	speaker_2	I'll call the lost and found office.	offers to help with lost bag	Give advice	Relational resource goals				
12	7	speaker_1	I didn't think of it.	expresses gratitude for help	None	Personal resource goals				
13	0	speaker_1	Nani Book Store.	introduces themselves	None	None	greeting			
13	1	speaker_1	How can I help you?	offers assistance	None	None	ask about other	GOAL_DETECTED		
13	2	speaker_2	Do you have the 'The man and the Sea' by Ernest Hemingway?	inquires about availability	Gain assistance	Personal resource goals	book recommendation	GOAL_DETECTED		
13	3	speaker_1	Yes, we have one copy left.	confirms availability	Share activity	None	book recommendation	GOAL_IN_PROGRESS		
13	4	speaker_2	Can you hold it for me?	requests to hold a copy of the book.	Obtain permission	Personal resource goals	book recommendation	GOAL_IN_PROGRESS		
14	0	speaker_1	Do you have maps of downtown area?	wants to obtain a map	Obtain material or nonmaterial resources |	Personal resource goals	ask about other	GOAL_DETECTED		
14	1	speaker_2	Yes, here you are.	provides a map	Gain assistance |	Personal resource goals	ask about other	GOAL_ACHIEVED		
14	2	speaker_1	How much is it?	wants to know the cost	Obtain material or nonmaterial resources |	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
14	3	speaker_2	It's free of charge.	informs about the cost	Gain assistance |	Personal resource goals	ask about other	GOAL_ACHIEVED		
14	4	speaker_1	Thanks so much.	expresses gratitude	None |	Affect management goals	saying goodbye	GOAL_DETECTED		
15	0	speaker_1	Hi there, I want to reserve a hotel room.	wants to reserve a hotel room	Obtain permission	Personal resource goals	other	GOAL_DETECTED		
15	1	speaker_2	No problem at all.	agreement	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	2	speaker_2	Could I have your full name, please?	wants to get the name of the customer	Gain assistance	Personal resource goals	other	GOAL_IN_PROGRESS		
15	3	speaker_1	Sure, John Sandals.	gives name	Provide information	None	other	GOAL_IN_PROGRESS		
15	4	speaker_2	Hi, Mr. Sandals.	greets the customer	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	5	speaker_2	I'm Michelle, at your service.	introduces herself	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	6	speaker_2	When do you need the room?	wants to know the dates of reservation	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	7	speaker_1	My plans are to be there April 14th to the 17th.	gives the dates	Provide information	None	other	GOAL_IN_PROGRESS		
15	8	speaker_2	We have new room rates, sir.	informs about new room rates	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	9	speaker_2	Will that be acceptable to you?	wants to know if the customer agrees with the new rates	Obtain permission	Personal resource goals	other	GOAL_IN_PROGRESS		
15	10	speaker_1	Well, it depends on the price, of course.	wants to know the price	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	11	speaker_1	What is it?	asks for the price	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	12	speaker_2	It's $ 308 a night.	gives the price	Provide information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	13	speaker_1	I have no problem with that.	agrees with the price	Obtain permission	Personal resource goals	other	GOAL_IN_PROGRESS		
15	14	speaker_2	Great!	agreement	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	15	speaker_2	Would you prefer smoking or nonsmoking?	wants to know the customer's preference	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	16	speaker_1	Definitely nonsmoking.	gives preference	Obtain permission	Personal resource goals	other	GOAL_IN_PROGRESS		
15	17	speaker_1	I can't handle that smell.	explains the preference	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	18	speaker_2	Nonsmoking.	confirms the preference	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	19	speaker_2	Now, is a queen-size bed okay?	wants to know the bed preference	Gain information	Personal resource goals	other	GOAL_IN_PROGRESS		
15	20	speaker_1	No problem.	agrees with the bed preference	Obtain permission	Personal resource goals	other	GOAL_IN_PROGRESS		
15	21	speaker_2	Great, Mr. Sandals.	agreement	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	22	speaker_2	Your reservation is confirmed.	confirms the reservation	None	Affect management goals	other	GOAL_ACHIEVED		
15	23	speaker_2	Now all I need is your phone number.	wants to get the phone number of the customer	Gain assistance	Personal resource goals	other	GOAL_IN_PROGRESS		
15	24	speaker_1	Of course!	agreement	Obtain permission	Personal resource goals	other	GOAL_IN_PROGRESS		
15	25	speaker_1	It's area code 626-555-1739.	gives the phone number	Provide information	None	other	GOAL_IN_PROGRESS		
15	26	speaker_2	Thank you so much, Mr. Sandals.	thanks the customer	None	Affect management goals	other	GOAL_IN_PROGRESS		
15	27	speaker_2	We look forward to seeing you!	expresses excitement to see the customer.	None	Affect management goals	other	GOAL_IN_PROGRESS		
16	0	speaker_1	Could I have my bill, please?	wants to get the bill	Obtain material or nonmaterial resources |	Personal resource goals	ask about other	GOAL_DETECTED		
16	1	speaker_2	Certainly, sir.	agreement	Give permission |	Personal resource goals	other	GOAL_ACHIEVED		
16	2	speaker_1	I'm afraid there's been a mistake.	expresses concern about a mistake	Change orientation |	Affect management goals	ask about other	GOAL_DETECTED		
16	3	speaker_2	I'm sorry, sir.	apologizes	Give permission |	Affect management goals	other	GOAL_IN_PROGRESS		
16	4	speaker_2	What seems to be the trouble?	wants to know the issue	Obtain permission |	Relational resource goals	ask about other	GOAL_IN_PROGRESS		
16	5	speaker_1	I believe you have charged me twice for the same thing.	explains the mistake	Change relationship |	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
16	6	speaker_1	Look, the figure of 6.5 dollar appears here, then again here.	shows the mistake	Enforce rights and obligations |	Personal resource goals	ask about other	GOAL_IN_PROGRESS		
16	7	speaker_2	I'll just go and check it for you, sir.	agrees to check the mistake	Give permission |	Relational resource goals	ask about other	GOAL_IN_PROGRESS		
17	0	speaker_1	Good evening, madam.	greeting	None	Conversation management goals	greeting	GOAL_DETECTED		
17	1	speaker_1	Can I help you?	wants to assist	Obtain permission	Personal resource goals	ask about other	GOAL_DETECTED		
17	2	speaker_2	Yes.	agreement	None	None	Q&A about other	GOAL_IN_PROGRESS		
17	3	speaker_2	I bought this sheet here yesterday.	explains reason for visit	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
17	4	speaker_1	Anything wrong with it?	wants to know problem	Provide counsel	Relational resource goals	Q&A about other	GOAL_IN_PROGRESS		
17	5	speaker_2	Yes.	confirms problem	None	None	Q&A about other	GOAL_IN_PROGRESS		
17	6	speaker_2	When I spread it out back home, I found this hole.	explains problem	None	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
17	7	speaker_1	Oh, how awful!	expresses sympathy	None	Affect management goals	Q&A about other	GOAL_IN_PROGRESS		
17	8	speaker_1	May I have a look at the invoice?	wants to see proof of purchase	Obtain permission	Personal resource goals	Q&A about other	GOAL_IN_PROGRESS		
